query,comment,true_label
Is stealth viable in Cyberpunk Phantom Liberty?,"Yes, the new pistol perk tree makes silenced revolvers one-shot everything.",1
How do you dodge Waterfowl Dance from Malenia?,TNT duplication flying machines are technically the fastest if you build one at Y=15.,0
Where do I find the Smithing-Stone Miner's Bell Bearing 1?,Defeat the Crystalian in Raya Lucaria Crystal Tunnel. Bring a strike weapon.,1
Is stealth viable in Cyberpunk Phantom Liberty?,"One player window with an AWP, one player close left tunnel with a flash.",0
What is the best Y level to mine for diamonds in 1.20?,Mine at -58 or -59. Beware of lava lakes at this depth.,1
What is the best build to beat the Elden Beast?,Dual-wield curved swords with jump attacks breaks its poise fast.,1
How do you dodge Waterfowl Dance from Malenia?,If you are point blank: circle around her left leg then roll forward twice. This made a huge difference.,1
What is the most efficient way to get Netherite?,"Beds are cheap to craft. Place them down in a mine at Y=15, click to explode them.",1
Where to get the Apogee Sandevistan?,"From my experience, Tier 5 cyberware starts appearing at level 40. Apogee is among them.",1
What is the best eco weapon round 2 after winning pistol?,Spectre is best for taking space. Run and gun while they have classics.,1
Where do I find the Smithing-Stone Miner's Bell Bearing 1?,Bro just git gud lmao.,0
What is the best Y level to mine for diamonds in 1.20?,Level -59. Grab a Fortune III pickaxe and go to down to the bottom of the world.,1
What is the best Y level to mine for diamonds in 1.20?,Can someone gift me a skin?,0
Best controller agent for Ascent?,I think the soundtrack is the best part of this game.,0
Best smoke for Window on Mirage?,Console is better than PC anyway.,0
Best controller agent for Ascent?,Omen's kit is perfectly tailored for Ascent's short choke points.,1
How to improve aiming in Valorant?,Only burst 2-3 bullets then strafe. Spraying is pure RNG after bullet 4. This is the most reliable method.,1
What is the best Y level to mine for diamonds in 1.20?,This is solid advice: Y-level -59 is the optimal height since diamonds spawn more frequently deeper down.,1
How to use the Sandy effectively in melee?,Bro just git gud lmao.,0
Is stealth viable in Cyberpunk Phantom Liberty?,Throwing a projectile to trigger it early when she's at 70% HP helps control pacing.,0
How do you build a fully automatic wheat farm?,I paused the game to make a sandwich and won somehow.,0
What is the most efficient way to get Netherite?,"From my experience, TNT mining at Y level 15. If you lack gunpowder, use beds instead.",1
How do you dodge Waterfowl Dance from Malenia?,Miyazaki is a genius.,0
What is the best build to beat the Elden Beast?,The graphics look way better after the last patch.,0
Best smoke for Window on Mirage?,"Stand against the wall in T-spawn, aim at the wire junction, W+Jump bind.",1
Is stealth viable in Cyberpunk Phantom Liberty?,Anyone want to queue together? Drop your discord.,0
What is the best Y level to mine for diamonds in 1.20?,"-59. Diamonds increase in generation the deeper you go, peaking right above bedrock.",1
Is stealth viable in Cyberpunk Phantom Liberty?,My cat walked on my keyboard and played better than you.,0
Where do I find the Smithing-Stone Miner's Bell Bearing 1?,Here's what worked for me: Strike weapons deal x4 damage to the boss that drops it.,1
Best cyberdeck for a netrunner build 2.0?,This is the correct answer. Netwatch Netdriver Mk.5 if you want your hacks to spread through cameras.,1
Best controller agent for Ascent?,I think the soundtrack is the best part of this game.,0
When should you buy a helmet on CT side?,"After hours of trying, I can say: If the T side is on a full buy with AK-47s, skip the helmet. Save your economy.",1
Best smoke for Window on Mirage?,"If you miss the T-spawn one, go top mid and bank it off the right wall above window.",1
Best way to hold B site on Dust 2?,Play car. You get a perfect crossfire if your teammate plays window or doors. Tested this myself and it works perfectly.,1
What are the soft caps for Vigor in Elden Ring?,"Just watched a streamer play this, looks fun.",0
How do you dodge Waterfowl Dance from Malenia?,Sub-tick eliminates the need for jump-throw binds because the timestamp is exact.,0
How to use the Sandy effectively in melee?,"This is solid advice: Get the scalpel katana, it has 50% extra crit chance during Sandevistan.",1
What is the best Y level to mine for diamonds in 1.20?,Ripperdocs sell it everywhere once you reach the level tier 5 threshold.,0
How do you build a fully automatic wheat farm?,"Trap a villager. Every time he harvests the wheat, the hopper minecart below grabs it.",1
Best way to hold B site on Dust 2?,Any asked?,0
How to use the Sandy effectively in melee?,"Seconding this advice. Get the scalpel katana, it has 50% extra crit chance during Sandevistan.",1
Where to get the Apogee Sandevistan?,Skill issue.,0
How do you build a fully automatic wheat farm?,"My framerate keeps dropping to 20fps, any fix?",0
How does the sub-tick system work in CS2?,"Here's what worked for me: Unlike 64-tick, sub-tick timestamps your actions so movement and shooting are exact.",1
How do you dodge Waterfowl Dance from Malenia?,Use Raptor of the Mists ash of war to jump completely over the first flurry.,1
What is the best eco weapon round 2 after winning pistol?,Bulldog is a safer long-term investment if you expect to survive to round 3. Would definitely recommend trying this.,1
How does the sub-tick system work in CS2?,Skill issue.,0
Is stealth viable in Cyberpunk Phantom Liberty?,"Yes, use the 'Her Majesty' pistol you get in the DLC, it has perfect stealth stats.",1
Is stealth viable in Cyberpunk Phantom Liberty?,"It's just RNG honestly, keep trying.",0
How do you build a fully automatic wheat farm?,"This game is dead, uninstall it.",0
Best controller agent for Ascent?,Here's what worked for me: Omen is easily the best. He can one-way the A main entrance easily.,1
What is the best eco weapon round 2 after winning pistol?,Ares is actually decent if you plan to spam B main walls on Ascent.,1
When should you buy a helmet on CT side?,Skip the head armor if the enemy economy is maxed. It saves you enough for a flashbang. Tested this myself and it works perfectly.,1
What are the soft caps for Vigor in Elden Ring?,"If you play squishy, 40 minimum. If melee, 60. Max cap is technically 99 but not worth it.",1
Where to get the Apogee Sandevistan?,Who even plays this mode anymore?,0
Is stealth viable in Cyberpunk Phantom Liberty?,Just tried this. Extremely viable. Optical camo + throwing knives + Her Majesty pistol is OP.,1
What is the best Y level to mine for diamonds in 1.20?,"This game is dead, uninstall it.",0
How to improve aiming in Valorant?,Anyone want to queue together? Drop your discord.,0
Where to get the Apogee Sandevistan?,You can buy it from any ripperdoc once you reach level 40. This strategy helped me a lot.,1
What is the most efficient way to get Netherite?,Is my RTX 3060 enough to run this on ultra?,0
How does the economy work for loss bonus?,Skill issue.,0
What is the best build to beat the Elden Beast?,Pest Threads incantation deals massive damage due to its huge hitbox.,1
What is the best Y level to mine for diamonds in 1.20?,Miyazaki is a genius.,0
What are the soft caps for Vigor in Elden Ring?,"From my experience, Vigor scales best between levels 30 and 40. The absolute cap to aim for is 60.",1
When should you buy a helmet on CT side?,Pair it with the Byakko katana. The lunge ignores slow time physics.,0
What is the best Y level to mine for diamonds in 1.20?,Just tried this. Strip mine at Y -58 or -59. Bring a water bucket for lava.,1
Best controller agent for Ascent?,"From my experience, Omen. Period. Flash B main, teleport into boathouse.",1
Where to get the Apogee Sandevistan?,Bro just git gud lmao.,0
When should you buy a helmet on CT side?,Never buy a helmet if you know the Ts have full AKs and AWPs. It's a waste of $350. This strategy helped me a lot.,1
Best way to hold B site on Dust 2?,Play car. You get a perfect crossfire if your teammate plays window or doors.,1
What are the soft caps for Vigor in Elden Ring?,This is solid advice: Do not level past 60 Vigor. Diminishing returns hit like a truck after that.,1
Best controller agent for Ascent?,I think the soundtrack is the best part of this game.,0
What is the most efficient way to get Netherite?,Use Raptor of the Mists ash of war to jump completely over the first flurry.,0
What is the best build to beat the Elden Beast?,"Don't lock on when it flies up, track the rings manually and jump. This strategy helped me a lot.",1
Is stealth viable in Cyberpunk Phantom Liberty?,Yes! The recon grenade and crouch sprinting perk makes stealth extremely fast.,1
How does the sub-tick system work in CS2?,"Visuals still render at the framerate/tickrate, but the damage is calculated on the sub-tick. This is the most reliable method.",1
How do you dodge Waterfowl Dance from Malenia?,Use Freezing Pot when she jumps in the air to instantly cancel the attack.,1
What is the most efficient way to get Netherite?,Wait for the mobile port.,0
Is stealth viable in Cyberpunk Phantom Liberty?,This is the correct answer. Throwing knife headshots instantly kill unarmored enemies without alerting anyone.,1
Where to get the Apogee Sandevistan?,The Apogee is level-locked. Grind to level 40 and check any Ripperdoc trade menu.,1
How do you dodge Waterfowl Dance from Malenia?,Yes! The recon grenade and crouch sprinting perk makes stealth extremely fast.,0
How to improve aiming in Valorant?,Practice counter-strafing in the range until shooting feels perfectly accurate.,1
How to cure a zombie villager?,"Can confirm this works. Splash weakness, feed golden apple. You will hear a loud thumping sound while it cures.",1
When should you buy a helmet on CT side?,Skip the head armor if the enemy economy is maxed. It saves you enough for a flashbang. This is the most reliable method.,1
What are the soft caps for Vigor in Elden Ring?,Has anyone tried the new update? It broke my save file.,0
How do you build a fully automatic wheat farm?,Play Omen. Ascent has a lot of verticality and his teleport gets tricky angles.,0
Where do I find the Smithing-Stone Miner's Bell Bearing 1?,I think the soundtrack is the best part of this game.,0
What is the most efficient way to get Netherite?,Use the bed explosion method at Y=15 in the Nether. It blows up huge chunks of Netherrack. Tested this myself and it works perfectly.,1
How do you build a fully automatic wheat farm?,"Seconding this advice. You need an enclosed farm, a composter, and a villager whose inventory is full of seeds.",1
When should you buy a helmet on CT side?,"If you know they have AKs, the helmet literally does nothing. Just buy kevlar.",1
How to cure a zombie villager?,"After hours of trying, I can say: Hit them with weakness splash potion, then click them with a regular Golden Apple.",1
How to improve aiming in Valorant?,Stop moving when you shoot. The movement penalty in this game is massive.,1
Where do I find the Smithing-Stone Miner's Bell Bearing 1?,I agree. You need to kill the boss in the crystal cave in Liurnia.,1
What is the best eco weapon round 2 after winning pistol?,I just spent 10 hours playing and forgot to eat.,0
Best cyberdeck for a netrunner build 2.0?,Can confirm this works. Netwatch is better if you prefer controlling devices and cars.,1
How do you dodge Waterfowl Dance from Malenia?,"Can confirm this works. Block the first flurry with a 100% physical shield, then dodge the rest.",1
Where do I find the Smithing-Stone Miner's Bell Bearing 1?,It drops from the Crystalian boss at the end of Raya Lucaria Crystal Tunnel.,1
How does the sub-tick system work in CS2?,"I agree. Sub-tick records the exact microsecond you clicked, rather than waiting for the next server frame.",1
How does the sub-tick system work in CS2?,"Just tried this. It records inputs independent of server update frames, making spray control different.",1
How does the sub-tick system work in CS2?,I literally fell asleep reading this post.,0
How do you dodge Waterfowl Dance from Malenia?,"Block the first flurry with a 100% physical shield, then dodge the rest.",1
Where to get the Apogee Sandevistan?,"Go down to Y=-59, right above the bedrock layer, for the highest diamond concentration.",0
Best cyberdeck for a netrunner build 2.0?,This is solid advice: For pure damage: Tetratronic Rippler. For stealth: Arasaka.,1
Best way to hold B site on Dust 2?,Play anti-flash. Look at the wall near car and listen for footsteps.,1
How does the economy work for loss bonus?,Can confirm this works. Loss bonus maxes at 2900. Use this to calculate if you can buy next round.,1
Best cyberdeck for a netrunner build 2.0?,Console is better than PC anyway.,0
How does the sub-tick system work in CS2?,Sub-tick eliminates the need for jump-throw binds because the timestamp is exact. This made a huge difference.,1
How to cure a zombie villager?,Is my RTX 3060 enough to run this on ultra?,0
How do you dodge Waterfowl Dance from Malenia?,Touch grass.,0
What are the soft caps for Vigor in Elden Ring?,Bro just git gud lmao.,0
Best cyberdeck for a netrunner build 2.0?,Tetratronic Rippler Mk.5 has the best queue execution speed and RAM recovery. Tested this myself and it works perfectly.,1
When should you buy a helmet on CT side?,"Against AKs, helmet is useless. Keep your $350.",1
Best controller agent for Ascent?,I just spent 10 hours playing and forgot to eat.,0
Where to get the Apogee Sandevistan?,Anyone want to queue together? Drop your discord.,0
Is stealth viable in Cyberpunk Phantom Liberty?,Can someone gift me a skin?,0
Is stealth viable in Cyberpunk Phantom Liberty?,"My framerate keeps dropping to 20fps, any fix?",0
Where do I find the Smithing-Stone Miner's Bell Bearing 1?,Someone please help me find a good monitor for gaming.,0
Best way to hold B site on Dust 2?,"Throw an incendiary deep into lower tunnels to stop the rush, then flash out.",1
Best controller agent for Ascent?,Just tried this. Play Omen. Ascent has a lot of verticality and his teleport gets tricky angles.,1
Best way to hold B site on Dust 2?,Play anti-flash. Look at the wall near car and listen for footsteps. This is the most reliable method.,1
How does the sub-tick system work in CS2?,Any asked?,0
How to improve aiming in Valorant?,Console is better than PC anyway.,0
Best controller agent for Ascent?,Bro just git gud lmao.,0
How to use the Sandy effectively in melee?,Focus on crosshair placement. Always aim at head height at the corners.,0
When should you buy a helmet on CT side?,Buy full armor and a Spectre. Force the enemy to fight an unfair gunfight.,0
What is the best eco weapon round 2 after winning pistol?,Imagine paying $60 for this.,0
What is the best Y level to mine for diamonds in 1.20?,Here's what worked for me: Strip mine at Y -58 or -59. Bring a water bucket for lava.,1
How do you dodge Waterfowl Dance from Malenia?,Just tried this. Use Freezing Pot when she jumps in the air to instantly cancel the attack.,1
What is the best Y level to mine for diamonds in 1.20?,Y = -59. Use a trapdoor to crawl-mine in a 1x1 hole to expose more blocks faster. This made a huge difference.,1
How do you dodge Waterfowl Dance from Malenia?,"Basically, Throwing a projectile to trigger it early when she's at 70% HP helps control pacing.",1
Best smoke for Window on Mirage?,Why are the devs ignoring the real bugs?,0
When should you buy a helmet on CT side?,"Against AKs, helmet is useless. Keep your $350. This made a huge difference.",1
How do you dodge Waterfowl Dance from Malenia?,"Here's what worked for me: Block the first flurry with a 100% physical shield, then dodge the rest.",1
What is the best build to beat the Elden Beast?,"Don't lock on when it flies up, track the rings manually and jump.",1
What is the most efficient way to get Netherite?,Use the bed explosion method at Y=15 in the Nether. It blows up huge chunks of Netherrack. This is the most reliable method.,1
When should you buy a helmet on CT side?,I just spent 10 hours playing and forgot to eat.,0
Best controller agent for Ascent?,Can someone gift me a skin?,0
Is stealth viable in Cyberpunk Phantom Liberty?,Extremely viable. Optical camo + throwing knives + Her Majesty pistol is OP. This is the most reliable method.,1
Best smoke for Window on Mirage?,"If you have high ping, use the D-key jumpthrow lineup from the T spawn barrier.",1
What is the best build to beat the Elden Beast?,Crimsonwhorl Bubbletear completely negates the holy beam attacks. Would definitely recommend trying this.,1
What is the best eco weapon round 2 after winning pistol?,Console is better than PC anyway.,0
How do you build a fully automatic wheat farm?,"Haligdrake Talisman +2 is mandatory, reduces holy damage massively.",0
Best controller agent for Ascent?,"From top mid, stand at the cart, aim at the middle of the antenna and regular throw.",0
How to improve aiming in Valorant?,Focus on crosshair placement. Always aim at head height at the corners.,1
Where do I find the Smithing-Stone Miner's Bell Bearing 1?,"After hours of trying, I can say: It's in the Raya Lucaria Crystal Tunnel. Just run past the miners to the boss.",1
Where to get the Apogee Sandevistan?,Can confirm this works. Reach Level 40+ and buy it for ~110k eddies from any ripperdoc.,1
How to use the Sandy effectively in melee?,"If you clear the Raya Lucaria Crystal Tunnel, the boss drops it.",0
Best cyberdeck for a netrunner build 2.0?,Console is better than PC anyway.,0
How do you build a fully automatic wheat farm?,Stop at 60 Vigor. Anything past 60 gives almost zero HP gains.,0
What is the most efficient way to get Netherite?,Ancient debris spawns most at Y=15. Bed mining is the fastest way to clear area. Would definitely recommend trying this.,1
How does the sub-tick system work in CS2?,Who else remembers when this game first launched?,0
How do you build a fully automatic wheat farm?,I just started playing this game yesterday and I have no idea what's going on.,0
What is the best eco weapon round 2 after winning pistol?,Just tried this. Buy full armor and a Spectre. Force the enemy to fight an unfair gunfight.,1
When should you buy a helmet on CT side?,"Get the scalpel katana, it has 50% extra crit chance during Sandevistan.",0
Best controller agent for Ascent?,Omen. Shrouded step on top of the generator on A site catches everyone off guard.,1
When should you buy a helmet on CT side?,"Buy a helmet on round 2 if you won pistol. Otherwise, analyze their economy.",1
How to cure a zombie villager?,I just spent 10 hours playing and forgot to eat.,0
Best way to hold B site on Dust 2?,I just started playing this game yesterday and I have no idea what's going on.,0
What is the best Y level to mine for diamonds in 1.20?,"-59. Diamonds increase in generation the deeper you go, peaking right above bedrock. Tested this myself and it works perfectly.",1
Best cyberdeck for a netrunner build 2.0?,I just spent 10 hours playing and forgot to eat.,0
Best smoke for Window on Mirage?,"Stand against the wall in T-spawn, aim at the wire junction, W+Jump bind. Would definitely recommend trying this.",1
How to use the Sandy effectively in melee?,"My internet is lagging hard today, can't even play.",0
What is the best Y level to mine for diamonds in 1.20?,"Since the caves and cliffs update, -59 is statistically the best level.",1
What are the soft caps for Vigor in Elden Ring?,"Just tried this. If you play squishy, 40 minimum. If melee, 60. Max cap is technically 99 but not worth it.",1
Is stealth viable in Cyberpunk Phantom Liberty?,Can confirm this works. Throwing knife headshots instantly kill unarmored enemies without alerting anyone.,1
Where to get the Apogee Sandevistan?,Can someone gift me a skin?,0
How does the sub-tick system work in CS2?,"Craft a dozen beds with wool, go to the nether at Y15, and sleep. Boom.",0
Where do I find the Smithing-Stone Miner's Bell Bearing 1?,Go to Y-level 15 in the Nether. Dig a long tunnel and explode beds every 5 blocks.,0
Where do I find the Smithing-Stone Miner's Bell Bearing 1?,"Give a farmer villager seeds, fill his inventory so he can't pick up wheat, use hoppers below.",0
How to use the Sandy effectively in melee?,Petition to ban the developers.,0
How do you dodge Waterfowl Dance from Malenia?,"This is solid advice: Block the first flurry with a 100% physical shield, then dodge the rest.",1
Where to get the Apogee Sandevistan?,Has anyone tried the new update? It broke my save file.,0
When should you buy a helmet on CT side?,I think the soundtrack is the best part of this game.,0
How do you dodge Waterfowl Dance from Malenia?,The real boss is the friends we made along the way.,0
How to cure a zombie villager?,The graphics look way better after the last patch.,0
What is the best Y level to mine for diamonds in 1.20?,Y-level -59 is the optimal height since diamonds spawn more frequently deeper down. This strategy helped me a lot.,1
Best controller agent for Ascent?,I miss the old days before the nerfs.,0
How do you dodge Waterfowl Dance from Malenia?,You just have to practice the spacing. Sprinting away immediately is key.,1
Best controller agent for Ascent?,Servers are down again. Awesome.,0
What is the best eco weapon round 2 after winning pistol?,"Seconding this advice. If you got 3+ kills, buy a Vandal/Phantom. Otherwise, Spectre.",1
How does the economy work for loss bonus?,Loss bonus maxes at 2900. Use this to calculate if you can buy next round. Would definitely recommend trying this.,1
How do you build a fully automatic wheat farm?,"The villager throws bread/wheat to another trapped villager, but a hopper intercepts it.",1
What is the best build to beat the Elden Beast?,Just tried this. Use a bleed build or black flame incantations. Avoid holy damage.,1
How to use the Sandy effectively in melee?,"Activate Sandevistan, dash behind them, use heavy katanas attacks for dismemberment.",1
What is the best eco weapon round 2 after winning pistol?,A standard jumpthrow from the trash bin in T spawn. Crosshair at the white cloud.,0
Best smoke for Window on Mirage?,This is the correct answer. A standard jumpthrow from the trash bin in T spawn. Crosshair at the white cloud.,1
What is the best build to beat the Elden Beast?,Use a bleed build or black flame incantations. Avoid holy damage.,1
How to use the Sandy effectively in melee?,Wait for the mobile port.,0
Is stealth viable in Cyberpunk Phantom Liberty?,Stealth netrunning is the most overpowered build in the game if done right.,1
What are the soft caps for Vigor in Elden Ring?,First soft cap: 40. Second soft cap: 60. This strategy helped me a lot.,1
Best way to hold B site on Dust 2?,I just started playing this game yesterday and I have no idea what's going on.,0
How does the economy work for loss bonus?,"Beds are cheap to craft. Place them down in a mine at Y=15, click to explode them.",0
How do you build a fully automatic wheat farm?,My cat walked on my keyboard and played better than you.,0
What is the most efficient way to get Netherite?,"After hours of trying, I can say: Craft a dozen beds with wool, go to the nether at Y15, and sleep. Boom.",1
What is the best Y level to mine for diamonds in 1.20?,Imagine paying $60 for this.,0
Best way to hold B site on Dust 2?,"This game is dead, uninstall it.",0
What is the most efficient way to get Netherite?,I think the soundtrack is the best part of this game.,0
What is the best eco weapon round 2 after winning pistol?,Always buy up! Go Spectre and full shields. Do not save after winning.,1
Best smoke for Window on Mirage?,The graphics look way better after the last patch.,0
Where do I find the Smithing-Stone Miner's Bell Bearing 1?,"If you clear the Raya Lucaria Crystal Tunnel, the boss drops it.",1
How to use the Sandy effectively in melee?,Just tried this. Make sure to get the 'Bullet Time Ninja' perk tree for infinite stamina during it.,1
What are the soft caps for Vigor in Elden Ring?,"If you survive the round but lose the objective, you only get 1000 credits.",0
Best way to hold B site on Dust 2?,Use Bloodhound Step to easily dodge the Elden Stars attack.,0
How to use the Sandy effectively in melee?,Can confirm this works. Pair it with the Byakko katana. The lunge ignores slow time physics.,1
How to cure a zombie villager?,"Use optical camo right before popping Sandy, they won't even see you.",0
When should you buy a helmet on CT side?,Touch grass.,0
When should you buy a helmet on CT side?,The real boss is the friends we made along the way.,0
What is the best build to beat the Elden Beast?,Use Bloodhound Step to easily dodge the Elden Stars attack.,1
How to cure a zombie villager?,"Use potion of weakness and a regular golden apple, NOT an enchanted golden apple.",1
What are the soft caps for Vigor in Elden Ring?,I agree. Stop at 60 Vigor. Anything past 60 gives almost zero HP gains.,1
Best cyberdeck for a netrunner build 2.0?,I just spent 10 hours playing and forgot to eat.,0
How to cure a zombie villager?,"If you know they have AKs, the helmet literally does nothing. Just buy kevlar.",0
What is the most efficient way to get Netherite?,I think the soundtrack is the best part of this game.,0
What is the most efficient way to get Netherite?,Explosions don't destroy Ancient Debris. Use beds or TNT at Y=15.,1
How does the sub-tick system work in CS2?,"Visuals still render at the framerate/tickrate, but the damage is calculated on the sub-tick.",1
Best way to hold B site on Dust 2?,Console is better than PC anyway.,0
What is the best Y level to mine for diamonds in 1.20?,"Just watched a streamer play this, looks fun.",0
Best way to hold B site on Dust 2?,"From my experience, Play car. You get a perfect crossfire if your teammate plays window or doors.",1
How to cure a zombie villager?,Anyone want to queue together? Drop your discord.,0
How does the sub-tick system work in CS2?,Miyazaki is a genius.,0
Where do I find the Smithing-Stone Miner's Bell Bearing 1?,Northeast corner of Liurnia. Look for the cave entrance below the cliffs. This is the most reliable method.,1
When should you buy a helmet on CT side?,I rage quit and threw my controller out the window.,0
How do you build a fully automatic wheat farm?,Use an aim trainer like AimLabs. Do the Sixshot gridshot tasks for precision.,0
What is the best build to beat the Elden Beast?,"I agree. Don't lock on when it flies up, track the rings manually and jump.",1
Is stealth viable in Cyberpunk Phantom Liberty?,Yes! The recon grenade and crouch sprinting perk makes stealth extremely fast. Tested this myself and it works perfectly.,1
How to improve aiming in Valorant?,"Warm up with 100 bots in the range, practice flicking smoothly not fast.",1
How to use the Sandy effectively in melee?,Anyone want to queue together? Drop your discord.,0
Where to get the Apogee Sandevistan?,Put a hopper minecart track below the dirt to collect the items the villager drops.,0
What is the most efficient way to get Netherite?,This is the correct answer. Go to Y-level 15 in the Nether. Dig a long tunnel and explode beds every 5 blocks.,1
How does the economy work for loss bonus?,Who else remembers when this game first launched?,0
How does the economy work for loss bonus?,Skill issue.,0
How do you dodge Waterfowl Dance from Malenia?,"Run away for flurry 1, roll into her for flurry 2, walk right for flurry 3. This strategy helped me a lot.",1
Best smoke for Window on Mirage?,"Basically, Use the crouch walk jump throw from T spawn. Watch a yprac map for the exact pixel.",1
What is the most efficient way to get Netherite?,"Craft a dozen beds with wool, go to the nether at Y15, and sleep. Boom.",1
How does the sub-tick system work in CS2?,Wait for the mobile port.,0
How do you build a fully automatic wheat farm?,I agree. Use a farmer villager trapped inside a glass box. He farms it and throws it to a hopper minecart.,1
What is the most efficient way to get Netherite?,Bring Fire Resistance potions and use the bed bombing strategy at Y=15.,1
Best smoke for Window on Mirage?,Is my RTX 3060 enough to run this on ultra?,0
What are the soft caps for Vigor in Elden Ring?,Do not level past 60 Vigor. Diminishing returns hit like a truck after that.,1
Where do I find the Smithing-Stone Miner's Bell Bearing 1?,Can confirm this works. Defeat the Crystalian in Raya Lucaria Crystal Tunnel. Bring a strike weapon.,1
What is the best build to beat the Elden Beast?,Wait for the mobile port.,0
Best way to hold B site on Dust 2?,"After hours of trying, I can say: Throw an incendiary deep into lower tunnels to stop the rush, then flash out.",1
How do you dodge Waterfowl Dance from Malenia?,I miss the old days before the nerfs.,0
How to use the Sandy effectively in melee?,Use the Mantis Blades leap attack. It covers distance instantly in slowed time.,1
How to use the Sandy effectively in melee?,Pair it with the Byakko katana. The lunge ignores slow time physics. Would definitely recommend trying this.,1
Where do I find the Smithing-Stone Miner's Bell Bearing 1?,"This game is dead, uninstall it.",0
What is the best Y level to mine for diamonds in 1.20?,"If you play squishy, 40 minimum. If melee, 60. Max cap is technically 99 but not worth it.",0
How to cure a zombie villager?,Tetratronic Rippler. Pair it with Overclock and you become a god.,0
Best cyberdeck for a netrunner build 2.0?,"Get the Militech Paraline early game, then upgrade to Rippler later.",1
Is stealth viable in Cyberpunk Phantom Liberty?,"My internet is lagging hard today, can't even play.",0
Best cyberdeck for a netrunner build 2.0?,Has anyone tried the new update? It broke my save file.,0
Is stealth viable in Cyberpunk Phantom Liberty?,My cat walked on my keyboard and played better than you.,0
Best way to hold B site on Dust 2?,"Seconding this advice. Throw an incendiary deep into lower tunnels to stop the rush, then flash out.",1
How to improve aiming in Valorant?,Just tried this. Focus on crosshair placement. Always aim at head height at the corners.,1
Is stealth viable in Cyberpunk Phantom Liberty?,Extremely viable. Optical camo + throwing knives + Her Majesty pistol is OP.,1
What is the most efficient way to get Netherite?,Use the bed explosion method at Y=15 in the Nether. It blows up huge chunks of Netherrack. This made a huge difference.,1
Best way to hold B site on Dust 2?,Can confirm this works. Play anti-flash. Look at the wall near car and listen for footsteps.,1
How to improve aiming in Valorant?,Lower your sensitivity. Most pros play around 200-400 eDPI.,1
What is the most efficient way to get Netherite?,"My internet is lagging hard today, can't even play.",0
How to improve aiming in Valorant?,Practice counter-strafing in the range until shooting feels perfectly accurate. Would definitely recommend trying this.,1
Where do I find the Smithing-Stone Miner's Bell Bearing 1?,Why are the devs ignoring the real bugs?,0
Where to get the Apogee Sandevistan?,Just tried this. Ripperdocs sell it everywhere once you reach the level tier 5 threshold.,1
How does the sub-tick system work in CS2?,"Animations may look slightly delayed, but the hit-registration is timestamped.",1
Best cyberdeck for a netrunner build 2.0?,Rippler is overall the best because the combat hack damage multiplier is insane.,1
How to use the Sandy effectively in melee?,I agree. Pair it with the Byakko katana. The lunge ignores slow time physics.,1
How does the sub-tick system work in CS2?,"The server calculates the exact moment you fired, resolving peekers advantage slightly. Would definitely recommend trying this.",1
Best controller agent for Ascent?,You need Omen because you need regenerating smokes for middle control. This is the most reliable method.,1
What is the best eco weapon round 2 after winning pistol?,"Here's what worked for me: If you play Jett, buy a Marshal and hold long angles.",1
When should you buy a helmet on CT side?,Someone please help me find a good monitor for gaming.,0
Is stealth viable in Cyberpunk Phantom Liberty?,"Go down to Y=-59, right above the bedrock layer, for the highest diamond concentration.",0
Best controller agent for Ascent?,"Omen. Period. Flash B main, teleport into boathouse. Tested this myself and it works perfectly.",1
How do you dodge Waterfowl Dance from Malenia?,Bloodhound Step makes the timing incredibly forgiving just spam backwards. This is the most reliable method.,1
How to improve aiming in Valorant?,Only burst 2-3 bullets then strafe. Spraying is pure RNG after bullet 4. This made a huge difference.,1
Best cyberdeck for a netrunner build 2.0?,"Basically, For pure damage: Tetratronic Rippler. For stealth: Arasaka.",1
What is the best eco weapon round 2 after winning pistol?,"After hours of trying, I can say: Buy full armor and a Spectre. Force the enemy to fight an unfair gunfight.",1
How do you build a fully automatic wheat farm?,"Set up a farmer villager in a 9x9 farm, place a fence and hopper in the center. This made a huge difference.",1
What is the most efficient way to get Netherite?,"To smoke window instantly, align the door frame in T spawn with the skybox tower.",0
How do you build a fully automatic wheat farm?,I just spent 10 hours playing and forgot to eat.,0
Best controller agent for Ascent?,I just started playing this game yesterday and I have no idea what's going on.,0
How do you dodge Waterfowl Dance from Malenia?,Throwing a projectile to trigger it early when she's at 70% HP helps control pacing.,1
Best way to hold B site on Dust 2?,Any asked?,0
Best way to hold B site on Dust 2?,Skill issue.,0
What is the best Y level to mine for diamonds in 1.20?,"This is the correct answer. Go down to Y=-59, right above the bedrock layer, for the highest diamond concentration.",1
What is the best eco weapon round 2 after winning pistol?,Pest Threads incantation deals massive damage due to its huge hitbox.,0
When should you buy a helmet on CT side?,"Only buy helmet against eco rounds, gallels, or SMGs. AKs one-shot helmets anyway.",1
Best controller agent for Ascent?,Omen. Shrouded step on top of the generator on A site catches everyone off guard. This made a huge difference.,1
Is stealth viable in Cyberpunk Phantom Liberty?,This is solid advice: Stealth netrunning is the most overpowered build in the game if done right.,1
When should you buy a helmet on CT side?,Skip the head armor if the enemy economy is maxed. It saves you enough for a flashbang.,1
How does the sub-tick system work in CS2?,It breaks tickrate reliance. The server knows exactly when your mouse clicked.,1
